1,1, 1,1,  2.722094366664650e+11
1,2, 1,1, -7.629394531250000e-06
1,3, 1,1, -1.242331718149038e+11
39,1, 1,1,  1.674319066952746e+11
39,2, 1,1, -7.629394531250000e-06
39,3, 1,1,  2.484663436298076e+10
42,1, 1,1,  8.691092988626355e+10
42,2, 1,1, -1.229206703004807e+10
42,3, 1,1, -6.310096153846153e+10
47,1, 1,1, -6.933722334836682e+10
47,2, 1,1,  3.814697265625000e-06
47,3, 1,1, -2.484663436298076e+10
95,1, 1,1,  8.264055427664438e+10
95,2, 1,1,  1.229206703004807e+10
95,3, 1,1, -6.113221027644231e+10
214,1, 1,1,  3.554618198238000e+10
214,2, 1,1, -1.229206703004807e+10
214,3, 1,1,  1.262019230769231e+10
215,1, 1,1, -8.471445010257230e+10
215,2, 1,1, -6.146033515024036e+10
215,3, 1,1, -1.262019230769231e+10
217,1, 1,1, -1.704641379942378e+11
217,2, 1,1,  3.814697265625000e-06
217,3, 1,1,  1.242331718149038e+11
238,1, 1,1, -8.363011042403223e+10
238,2, 1,1,  6.146033515024037e+10
238,3, 1,1, -1.222644205528846e+10
250,1, 1,1,  3.287838753465695e+10
250,2, 1,1,  1.229206703004807e+10
250,3, 1,1,  1.222644205528846e+10
358,1, 1,1, -1.360791980064558e+11
358,2, 1,1, -6.146033515024036e+10
358,3, 1,1,  6.310096153846153e+10
359,1, 1,1, -1.333922771660196e+11
359,2, 1,1,  6.146033515024037e+10
359,3, 1,1,  6.113221027644231e+10
1,2, 1,2,  2.761651025016547e+11
1,3, 1,2,  1.525878906250000e-05
39,1, 1,2, -7.629394531250000e-06
39,2, 1,2,  1.712993969987392e+11
39,3, 1,2,  3.814697265625000e-06
42,1, 1,2,  1.229206703004807e+10
42,2, 1,2, -3.600974041421717e+10
42,3, 1,2, -1.262019230769231e+10
47,1, 1,2, -3.814697265625000e-06
47,2, 1,2,  1.765364801842708e+11
95,1, 1,2, -1.229206703004807e+10
95,2, 1,2, -4.037126264332922e+10
95,3, 1,2,  1.262019230769231e+10
214,1, 1,2,  1.229206703004807e+10
214,2, 1,2, -8.737448831810071e+10
214,3, 1,2,  6.310096153846153e+10
215,1, 1,2, -6.146033515024036e+10
215,2, 1,2, -8.471445010257230e+10
215,3, 1,2, -1.262019230769231e+10
217,1, 1,2, -3.814697265625000e-06
217,2, 1,2,  7.543895738230818e+10
217,3, 1,2,  3.814697265625000e-06
238,1, 1,2,  6.146033515024037e+10
238,2, 1,2, -8.752699257140512e+10
238,3, 1,2,  1.262019230769231e+10
250,1, 1,2, -1.229206703004807e+10
250,2, 1,2, -9.010403754140830e+10
250,3, 1,2, -6.310096153846155e+10
358,1, 1,2, -6.146033515024036e+10
358,2, 1,2, -1.360791980064558e+11
358,3, 1,2,  6.310096153846153e+10
359,1, 1,2,  6.146033515024037e+10
359,2, 1,2, -1.372597674694842e+11
359,3, 1,2, -6.310096153846155e+10
1,3, 1,3,  2.788545410889259e+11
39,1, 1,3, -2.484663436298077e+10
39,2, 1,3,  3.814697265625000e-06
39,3, 1,3, -8.117003573608612e+10
42,1, 1,3, -6.310096153846153e+10
42,2, 1,3,  1.262019230769231e+10
42,3, 1,3,  9.021089881537808e+10
47,1, 1,3,  2.484663436298077e+10
47,2, 1,3,  1.525878906250000e-05
47,3, 1,3,  1.791659686424476e+11
95,1, 1,3, -6.113221027644231e+10
95,2, 1,3, -1.262019230769230e+10
95,3, 1,3,  8.583756410917114e+10
214,1, 1,3, -1.262019230769231e+10
214,2, 1,3,  6.310096153846153e+10
214,3, 1,3, -9.069953608751126e+10
215,1, 1,3,  1.262019230769231e+10
215,2, 1,3,  1.262019230769231e+10
215,3, 1,3,  4.153126796731897e+10
217,1, 1,3,  1.242331718149038e+11
217,2, 1,3,  3.814697265625000e-06
217,3, 1,3, -1.770104919761523e+11
238,1, 1,3,  1.222644205528845e+10
238,2, 1,3, -1.262019230769230e+10
238,3, 1,3,  3.867673871716410e+10
250,1, 1,3, -1.222644205528845e+10
250,2, 1,3, -6.310096153846153e+10
250,3, 1,3, -8.942846160653937e+10
358,1, 1,3,  6.310096153846153e+10
358,2, 1,3,  6.310096153846153e+10
358,3, 1,3, -1.393791669355704e+11
359,1, 1,3,  6.113221027644231e+10
359,2, 1,3, -6.310096153846153e+10
359,3, 1,3, -1.365892869985464e+11
2,1, 2,1,  2.722094370158899e+11
2,3, 2,1,  1.242331718149039e+11
39,1, 2,1,  1.674319072486043e+11
39,3, 2,1, -2.484663436298076e+10
40,1, 2,1,  8.691092995830182e+10
40,2, 2,1, -1.229206705528846e+10
40,3, 2,1,  6.310096153846155e+10
49,1, 2,1, -6.933722370026991e+10
49,3, 2,1,  2.484663436298076e+10
100,1, 2,1,  8.264055434323430e+10
100,2, 2,1,  1.229206705528846e+10
100,3, 2,1,  6.113221027644231e+10
214,1, 2,1,  3.554618216179376e+10
214,2, 2,1, -1.229206705528846e+10
214,3, 2,1, -1.262019230769231e+10
216,1, 2,1, -8.471445038294760e+10
216,2, 2,1, -6.146033527644231e+10
216,3, 2,1,  1.262019230769230e+10
217,1, 2,1, -1.704641381347400e+11
217,3, 2,1, -1.242331718149038e+11
242,1, 2,1, -8.363011069886052e+10
242,2, 2,1,  6.146033527644231e+10
242,3, 2,1,  1.222644205528846e+10
250,1, 2,1,  3.287838770527227e+10
250,2, 2,1,  1.229206705528846e+10
250,3, 2,1, -1.222644205528846e+10
358,1, 2,1, -1.360791981794557e+11
358,2, 2,1, -6.146033527644231e+10
358,3, 2,1, -6.310096153846153e+10
359,1, 2,1, -1.333922773368226e+11
359,2, 2,1,  6.146033527644231e+10
359,3, 2,1, -6.113221027644231e+10
2,2, 2,2,  2.761651028592020e+11
2,3, 2,2,  1.525878906250000e-05
39,2, 2,2,  1.712993975600103e+11
40,1, 2,2,  1.229206705528846e+10
40,2, 2,2, -3.600974059458279e+10
40,3, 2,2,  1.262019230769231e+10
49,2, 2,2,  1.765364803372419e+11
49,3, 2,2,  7.629394531250000e-06
100,1, 2,2, -1.229206705528846e+10
100,2, 2,2, -4.037126282933029e+10
100,3, 2,2, -1.262019230769230e+10
214,1, 2,2,  1.229206705528846e+10
214,2, 2,2, -8.737448839109085e+10
