    -7.3827E-02     2.7577E-02    -4.2396E-02         0.1615     8.2510E-02
         0.9993     8.2909E-02         0.2362        -0.4394     3.0025E-03
     2.8758E-06         0.5731        -0.3103    -5.4185E-03    -2.5767E-02
    -7.3827E-02    -2.7577E-02     4.2396E-02         0.1615     8.2510E-02
         0.9993    -8.2909E-02        -0.2362        -0.4394     3.0025E-03
    -2.8757E-06         0.5731        -0.3103     5.4185E-03     2.5767E-02
     6.1765E-02    -2.7518E-02     4.2206E-02        -0.1230    -4.3357E-02
         0.9992    -8.3041E-02        -0.2363        -0.4297     4.3270E-02
     4.0486E-05         0.4039        -0.7912    -2.7480E-03    -1.1402E-02
     6.1765E-02     2.7518E-02    -4.2206E-02        -0.1230    -4.3357E-02
         0.9992     8.3041E-02         0.2363        -0.4297     4.3270E-02
    -4.0486E-05         0.4039        -0.7912     2.7480E-03     1.1402E-02
    -7.3446E-02     2.7107E-02    -4.2372E-02         0.1528     6.5017E-02
         0.8636     8.1940E-02         0.2333        -0.1336         0.2195
    -1.4125E-04         0.5148        -0.2287     2.9902E-03     4.9939E-03
    -7.3446E-02    -2.7107E-02     4.2372E-02         0.1528     6.5017E-02
         0.8636    -8.1940E-02        -0.2333        -0.1336         0.2195
     1.4125E-04         0.5148        -0.2287    -2.9902E-03    -4.9939E-03
    -6.0125E-03    -2.7611E-02     4.0227E-02     2.0051E-02     2.4353E-02
         0.8637    -8.0889E-02        -0.2298        -0.1355         0.2021
     2.8138E-05         0.4314        -0.4656    -1.6514E-03    -5.1600E-03
    -6.0125E-03     2.7611E-02    -4.0227E-02     2.0051E-02     2.4353E-02
         0.8637     8.0889E-02         0.2298        -0.1355         0.2021
    -2.8138E-05         0.4314        -0.4656     1.6514E-03     5.1600E-03
     6.1319E-02    -2.7342E-02     4.1127E-02        -0.1082    -7.4557E-03
         0.8635    -8.0275E-02        -0.2272        -0.1385         0.1952
    -1.6069E-04         0.3497        -0.6969     4.1440E-03     8.3319E-03
     6.1319E-02     2.7342E-02    -4.1127E-02        -0.1082    -7.4557E-03
         0.8635     8.0275E-02         0.2272        -0.1385         0.1952
     1.6069E-04         0.3497        -0.6969    -4.1440E-03    -8.3319E-03
    -5.8848E-03     2.1315E-02    -3.4428E-02     1.4666E-02     4.6615E-03
         0.2649     6.3867E-02         0.1731         0.4321        -0.3317
    -3.7690E-04         0.1819    -7.4266E-02     2.0554E-03     1.1464E-03
    -5.8848E-03    -2.1315E-02     3.4428E-02     1.4666E-02     4.6615E-03
         0.2649    -6.3867E-02        -0.1731         0.4321        -0.3317
     3.7690E-04         0.1819    -7.4266E-02    -2.0554E-03    -1.1464E-03
    -6.0686E-02    -1.4492E-02     5.6207E-02     2.5328E-03    -1.9820E-02
         0.2651    -6.2827E-02        -0.1703         0.4278        -0.3197
     1.8516E-03         0.2544         0.1196    -8.3093E-03     8.8474E-03
    -6.0686E-02     1.4492E-02    -5.6207E-02     2.5328E-03    -1.9820E-02
         0.2651     6.2827E-02         0.1703         0.4278        -0.3197
    -1.8516E-03         0.2544         0.1196     8.3093E-03    -8.8474E-03
        -0.4038     2.8380E-02    -4.0496E-02         0.9991         0.9971
         0.8634     8.6471E-02         0.2491        -0.1067         0.3371
    -8.8401E-06         0.9422          1.000     8.8920E-04     3.3861E-03
        -0.4038    -2.8380E-02     4.0496E-02         0.9991         0.9971
         0.8634    -8.6471E-02        -0.2491        -0.1067         0.3371
     8.8401E-06         0.9422          1.000    -8.8920E-04    -3.3861E-03
        -0.4038    -2.8774E-02     3.9386E-02         0.9999         0.9991
         0.9998    -8.6471E-02        -0.2491        -0.4603    -7.1062E-02
    -2.0481E-06          1.000         0.9153    -3.0038E-04    -1.4789E-03
        -0.4038     2.8774E-02    -3.9386E-02         0.9999         0.9991
         0.9998     8.6471E-02         0.2491        -0.4603    -7.1062E-02
     2.0482E-06          1.000         0.9153     3.0038E-04     1.4789E-03
     6.0656E-02     5.7231E-02    -7.7366E-02    -8.2516E-02     7.1047E-02
         0.8629         0.1646         0.4673        -0.1214         0.2377
     8.5654E-05         0.3497        -0.6956    -1.1207E-03     8.0473E-04
    -7.2588E-02     5.3602E-02    -8.9027E-02         0.1219    -2.4727E-02
         0.8628         0.1629         0.4619        -0.1264         0.2139
    -1.2857E-04         0.5110        -0.2383    -1.6237E-03    -1.6369E-02
    -7.2588E-02    -5.3602E-02     8.9027E-02         0.1219    -2.4727E-02
         0.8628        -0.1629        -0.4619        -0.1264         0.2139
     1.2857E-04         0.5110        -0.2383     1.6237E-03     1.6369E-02
     6.0656E-02    -5.7231E-02     7.7366E-02    -8.2516E-02     7.1047E-02
         0.8629        -0.1646        -0.4673        -0.1214         0.2377
    -8.5654E-05         0.3497        -0.6956     1.1207E-03    -8.0473E-04
    -5.6779E-02     2.9922E-02        -0.1025    -1.3082E-02    -3.4528E-02
         0.2635         0.1333         0.3638         0.4309        -0.3297
    -3.2520E-03         0.2554         0.1209     1.3409E-02    -9.5084E-03
     4.7868E-02     5.7185E-02    -3.8159E-02     3.1445E-02     4.1206E-02
         0.2632         0.1352         0.3603         0.4315        -0.3236
     2.1454E-03         0.1094        -0.2666    -5.8202E-03     7.7034E-03
     4.7868E-02    -5.7185E-02     3.8159E-02     3.1445E-02     4.1206E-02
         0.2632        -0.1352        -0.3603         0.4315        -0.3236
    -2.1454E-03         0.1094        -0.2666     5.8202E-03    -7.7034E-03
    -5.6779E-02    -2.9922E-02         0.1025    -1.3082E-02    -3.4528E-02
         0.2635        -0.1333        -0.3638         0.4309        -0.3297
     3.2520E-03         0.2554         0.1209    -1.3409E-02     9.5084E-03
    -2.2302E-04     1.1375E-02    -1.8781E-02     1.5583E-03     1.2006E-02
     6.1090E-02     1.1432E-02     3.9747E-02         0.1772        -0.2154
    -7.0369E-04     3.3639E-02    -5.7471E-02    -5.2383E-04     3.3576E-03
    -2.2302E-04    -1.1375E-02     1.8781E-02     1.5583E-03     1.2006E-02
     6.1090E-02    -1.1432E-02    -3.9747E-02         0.1772        -0.2154
     7.0369E-04     3.3639E-02    -5.7471E-02     5.2383E-04    -3.3576E-03
    -2.4081E-02    -2.5729E-03     3.9317E-02    -5.2441E-02     5.0069E-02
     6.2858E-02    -1.3218E-02    -4.2528E-02         0.1802        -0.2178
     2.8302E-03     3.8048E-02    -3.1469E-02     1.0935E-03     1.8801E-03
    -3.1822E-02    -1.4396E-02     7.9055E-02    -6.1755E-02     8.8265E-02
     6.1323E-02    -1.8974E-02    -7.7493E-02         0.1818        -0.2253
     5.0594E-03     3.9234E-02    -3.6904E-02     1.8981E-03    -3.3200E-03
     2.6505E-02    -3.9673E-02     9.3196E-03     6.2908E-02    -4.8326E-02
     6.0840E-02    -2.2371E-02    -7.3398E-02         0.1822        -0.2194
    -2.8643E-03     2.9356E-02    -8.4239E-02    -4.0889E-04    -2.9935E-03
     2.6505E-02     3.9673E-02    -9.3196E-03     6.2908E-02    -4.8326E-02
     6.0840E-02     2.2371E-02     7.3398E-02         0.1822        -0.2194
     2.8643E-03     2.9356E-02    -8.4239E-02     4.0889E-04     2.9935E-03
    -3.1822E-02     1.4396E-02    -7.9055E-02    -6.1755E-02     8.8265E-02
     6.1323E-02     1.8974E-02     7.7493E-02         0.1818        -0.2253
    -5.0594E-03     3.9234E-02    -3.6904E-02    -1.8981E-03     3.3200E-03
    -2.4081E-02     2.5729E-03    -3.9317E-02    -5.2441E-02     5.0069E-02
     6.2858E-02     1.3218E-02     4.2528E-02         0.1802        -0.2178
    -2.8302E-03     3.8048E-02    -3.1469E-02    -1.0935E-03    -1.8801E-03
              0              0              0              0              0
              0              0              0              0              0
              0              0              0              0              0
              0              0              0              0              0
              0              0              0              0              0
              0              0              0              0              0
              0              0              0              0              0
              0              0              0              0              0
              0              0              0              0              0
              0              0              0              0              0
              0              0              0              0              0
              0              0              0              0              0
    -7.3813E-02    -7.2256E-12     1.2503E-11         0.1731         0.1394
         0.9994     2.1299E-11     1.1504E-10        -0.4422    -1.8492E-03
     6.5518E-11         0.5740        -0.3073     4.2407E-11    -2.6823E-12
    -6.0755E-03    -2.7199E-02     4.3483E-02     2.1530E-02     2.2138E-02
         0.9995    -8.3017E-02        -0.2364        -0.4319     2.9144E-02
    -7.1009E-05         0.4881        -0.5518     3.3480E-03     1.2659E-02
     6.1932E-02    -1.2031E-12     3.0770E-12        -0.1357    -9.3142E-02
         0.9993     2.1271E-11     1.1517E-10        -0.4330     3.9718E-02
     8.2866E-11         0.4028        -0.7944     1.3984E-10     1.6458E-11
    -6.0755E-03     2.7199E-02    -4.3483E-02     2.1530E-02     2.2138E-02
         0.9995     8.3017E-02         0.2364        -0.4319     2.9144E-02
     7.1009E-05         0.4881        -0.5518    -3.3480E-03    -1.2659E-02
    -7.3576E-02    -8.8797E-12     8.6311E-12         0.1564     7.0791E-02
         0.8636     1.3699E-11     1.1978E-10        -0.1357         0.2158
     5.4131E-11         0.5155        -0.2259     4.4701E-11     8.3902E-12
    -5.9454E-03    -4.8098E-12     8.7264E-12     1.9696E-02     2.6159E-02
         0.8639     1.2547E-11     1.1476E-10        -0.1443         0.1792
     6.2920E-11         0.4310        -0.4663     8.7586E-11     6.2431E-12
     6.1532E-02    -1.5195E-12     6.4669E-12        -0.1149    -2.4268E-02
         0.8639     1.2253E-11     1.1320E-10        -0.1494         0.1692
     7.1819E-11         0.3491        -0.6987     1.2286E-10    -4.4178E-12
     6.1755E-02     2.7765E-02    -4.1177E-02        -0.1238    -5.0420E-02
         0.9317     8.1899E-02         0.2326        -0.2856         0.1146
     8.4631E-05         0.3752        -0.7489    -4.7585E-03    -1.8040E-02
    -7.3792E-02     2.8211E-02    -4.0229E-02         0.1697         0.1214
         0.9318     8.4152E-02         0.2403        -0.2884         0.1110
     3.9917E-05         0.5457        -0.2635     3.4739E-03     1.9188E-02
     6.1755E-02    -2.7765E-02     4.1177E-02        -0.1238    -5.0420E-02
         0.9317    -8.1899E-02        -0.2326        -0.2856         0.1146
    -8.4630E-05         0.3752        -0.7489     4.7585E-03     1.8040E-02
    -7.3792E-02    -2.8211E-02     4.0229E-02         0.1697         0.1214
         0.9318    -8.4152E-02        -0.2403        -0.2884         0.1110
    -3.9917E-05         0.5457        -0.2635    -3.4739E-03    -1.9188E-02
    -6.5900E-03    -4.1724E-12     1.1748E-11     1.8267E-02    -1.5981E-02
         0.2650    -2.8680E-11     5.9132E-11         0.4348        -0.3355
     1.0196E-11         0.1808    -7.3905E-02     4.4987E-11    -4.5530E-11
    -6.4763E-02    -1.6954E-11    -5.7296E-12     3.0291E-02    -5.0636E-02
         0.2631    -3.1911E-11     5.7708E-11         0.4432        -0.3197
     2.3423E-12         0.2544         0.1223     6.6551E-12    -6.5190E-11
    -6.3393E-02     1.7571E-02    -4.9329E-02     2.1085E-02    -6.1173E-02
         0.3178     6.9048E-02         0.1888         0.4385        -0.2848
     2.6715E-04         0.2733     8.1742E-02    -3.0372E-03     4.8099E-03
    -6.4957E-02     2.0787E-02    -4.5575E-02     2.9372E-02    -5.0233E-02
         0.3734     7.1396E-02         0.1961         0.4269        -0.2131
    -7.6840E-04         0.3007     5.5215E-02     5.7585E-03    -4.5362E-03
    -6.7144E-02     2.2610E-02    -4.4530E-02     4.8878E-02    -7.0915E-02
         0.4306     7.3097E-02         0.2022         0.4088        -0.1503
    -2.9052E-04         0.3249     2.1608E-02     2.5617E-03     1.3555E-03
    -6.8580E-02     2.3677E-02    -4.4336E-02     6.3188E-02    -6.1283E-02
         0.4895     7.4187E-02         0.2065         0.3695    -6.7099E-02
    -6.3092E-04         0.3520    -1.1047E-02     6.4084E-03    -1.6038E-04
    -6.9940E-02     2.4268E-02    -4.4819E-02     7.8921E-02    -6.6366E-02
         0.5497     7.5342E-02         0.2109         0.3211     4.7773E-03
    -2.4262E-04         0.3772    -4.7902E-02     3.1988E-03     2.1157E-03
    -7.1041E-02     2.5113E-02    -4.4157E-02     9.6406E-02    -4.3855E-02
         0.6111     7.6448E-02         0.2150         0.2528     8.0580E-02
    -4.1499E-04         0.4051    -8.2457E-02     5.9896E-03     5.4369E-03
    -7.1783E-02     2.5127E-02    -4.5229E-02         0.1068    -4.2685E-02
         0.6734     7.7291E-02         0.2182         0.1754         0.1353
    -1.5303E-04         0.4311        -0.1206     2.8995E-03     3.5662E-03
    -7.2549E-02     2.5888E-02    -4.3665E-02         0.1258    -1.4994E-03
         0.7363     7.8821E-02         0.2229     8.1811E-02         0.1869
    -2.6236E-04         0.4596        -0.1555     5.3199E-03     9.2674E-03
    -7.2818E-02     2.5930E-02    -4.4349E-02         0.1302     3.9931E-04
         0.7998     7.8511E-02         0.2227    -2.3153E-02         0.1934
    -2.3557E-04         0.4860        -0.1944     7.2391E-03     1.7789E-02
    -6.0153E-03     2.7250E-02    -3.9993E-02     2.2041E-02     2.9932E-02
         0.7995     7.9622E-02         0.2256    -1.9234E-02         0.2128
    -2.5188E-05         0.4052        -0.4236     4.3901E-05    -8.0548E-04
    -5.9789E-03     2.6269E-02    -4.1972E-02     1.7201E-02     1.2799E-02
         0.7365     7.8283E-02         0.2213     8.2746E-02         0.1800
     2.7233E-05         0.3784        -0.3851    -3.1229E-05     8.2446E-04
    -6.0084E-03     2.6760E-02    -3.9936E-02     2.1165E-02     2.6909E-02
         0.6731     7.7721E-02         0.2190         0.1779         0.1470
    -4.3097E-05         0.3523        -0.3432     7.6128E-04     1.7825E-03
    -5.9601E-03     2.5819E-02    -4.1047E-02     1.6918E-02     1.1895E-02
         0.6112     7.6441E-02         0.2145         0.2554     7.5801E-02
     4.2624E-05         0.3259        -0.3046    -5.0642E-04    -7.2729E-04
    -6.0168E-03     2.5646E-02    -3.9872E-02     1.9292E-02     1.9003E-02
         0.5493     7.5579E-02         0.2110         0.3232     1.3397E-02
    -6.2902E-05         0.3005        -0.2626     8.6221E-04     1.5980E-03
    -5.8956E-03     2.4822E-02    -3.9656E-02     1.6578E-02     1.2211E-02
         0.4895     7.4473E-02         0.2065         0.3728    -7.3988E-02
     6.6547E-05         0.2750        -0.2247    -5.7201E-04    -2.8022E-05
    -6.0834E-03     2.4174E-02    -3.8788E-02     1.7995E-02     1.1877E-02
         0.4300     7.3272E-02         0.2018         0.4105        -0.1426
    -2.2970E-05         0.2508        -0.1833     6.2523E-04     8.9690E-04
    -5.7720E-03     2.3254E-02    -3.7446E-02     1.5371E-02     1.0380E-02
         0.3733     7.2206E-02         0.1969         0.4308        -0.2235
     2.7543E-04         0.2266        -0.1472    -1.5368E-03     1.9900E-03
    -6.3261E-03     2.2085E-02    -3.6696E-02     1.8216E-02     6.8029E-03
         0.3172     6.9475E-02         0.1882         0.4394        -0.2766
     9.5638E-05         0.2043        -0.1069     2.9785E-04     2.2802E-04
    -7.2818E-02    -2.5930E-02     4.4349E-02         0.1302     3.9931E-04
         0.7998    -7.8511E-02        -0.2227    -2.3153E-02         0.1934
     2.3557E-04         0.4860        -0.1944    -7.2391E-03    -1.7789E-02
    -7.2549E-02    -2.5888E-02     4.3665E-02         0.1258    -1.4994E-03
         0.7363    -7.8821E-02        -0.2229     8.1811E-02         0.1869
     2.6236E-04         0.4596        -0.1555    -5.3199E-03    -9.2674E-03
    -7.1783E-02    -2.5127E-02     4.5229E-02         0.1068    -4.2685E-02
         0.6734    -7.7291E-02        -0.2182         0.1754         0.1353
     1.5303E-04         0.4311        -0.1206    -2.8995E-03    -3.5662E-03
    -7.1041E-02    -2.5113E-02     4.4157E-02     9.6406E-02    -4.3855E-02
         0.6111    -7.6448E-02        -0.2150         0.2528     8.0580E-02
     4.1499E-04         0.4051    -8.2457E-02    -5.9896E-03    -5.4369E-03
    -6.9940E-02    -2.4268E-02     4.4819E-02     7.8921E-02    -6.6366E-02
         0.5497    -7.5342E-02        -0.2109         0.3211     4.7773E-03
     2.4262E-04         0.3772    -4.7902E-02    -3.1988E-03    -2.1157E-03
    -6.8580E-02    -2.3677E-02     4.4336E-02     6.3188E-02    -6.1283E-02
         0.4895    -7.4187E-02        -0.2065         0.3695    -6.7099E-02
     6.3092E-04         0.3520    -1.1047E-02    -6.4084E-03     1.6038E-04
    -6.7144E-02    -2.2610E-02     4.4530E-02     4.8878E-02    -7.0915E-02
         0.4306    -7.3097E-02        -0.2022         0.4088        -0.1503
     2.9052E-04         0.3249     2.1608E-02    -2.5617E-03    -1.3555E-03
    -6.4957E-02    -2.0787E-02     4.5575E-02     2.9372E-02    -5.0233E-02
         0.3734    -7.1396E-02        -0.1961         0.4269        -0.2131
     7.6840E-04         0.3007     5.5215E-02    -5.7585E-03     4.5362E-03
    -6.3393E-02    -1.7571E-02     4.9329E-02     2.1085E-02    -6.1173E-02
         0.3178    -6.9048E-02        -0.1888         0.4385        -0.2848
    -2.6715E-04         0.2733     8.1742E-02     3.0372E-03    -4.8099E-03
    -6.3261E-03    -2.2085E-02     3.6696E-02     1.8216E-02     6.8029E-03
         0.3172    -6.9475E-02        -0.1882         0.4394        -0.2766
    -9.5638E-05         0.2043        -0.1069    -2.9785E-04    -2.2802E-04
