             105.              10.     5.13000011
             105.              10.     14.8699999
             105.               0.     14.8699999
             105.               0.     5.13000011
              95.              10.     5.13000011
              95.              10.     14.8699999
              95.               5.     14.8699999
              95.               5.     5.13000011
              95.               0.     14.8699999
              95.               0.     5.13000011
             47.5               5.     5.13000011
             47.5               5.     14.8699999
             47.5              10.     14.8699999
             47.5              10.     5.13000011
              95.       34.2200012     5.13000011
              95.       34.2200012     14.8699999
             105.       34.2200012     14.8699999
             105.       34.2200012     5.13000011
              95.               0.             0.
              95.              10.             0.
              95.              10.            20.
              95.               0.            20.
             47.5              10.             0.
             47.5               0.             0.
             47.5               0.            20.
             47.5              10.            20.
       23.1499996               5.     5.13000011
       23.1499996               5.     14.8699999
       23.1499996              10.     14.8699999
       23.1499996              10.            20.
       23.1499996               0.            20.
       23.1499996               0.             0.
       23.1499996              10.             0.
       23.1499996              10.     5.13000011
  -3.81469732e-07               0.            20.
  -3.81469732e-07              10.            20.
  -3.81469732e-07              10.             0.
  -3.81469732e-07               0.             0.
             105.              10.            10.
             105.               5.     14.8699999
             105.               0.            10.
             105.               5.     5.13000011
              95.              10.            10.
              95.               5.            10.
              95.               0.            10.
             100.               0.     5.13000011
             100.              10.     5.13000011
             100.               0.     14.8699999
             100.              10.     14.8699999
             47.5               5.            10.
             47.5              10.            10.
            52.25              10.     5.13000011
              57.              10.     5.13000011
            61.75              10.     5.13000011
             66.5              10.     5.13000011
            71.25              10.     5.13000011
              76.              10.     5.13000011
            80.75              10.     5.13000011
             85.5              10.     5.13000011
            90.25              10.     5.13000011
            90.25               5.     5.13000011
             85.5               5.     5.13000011
            80.75               5.     5.13000011
              76.               5.     5.13000011
            71.25               5.     5.13000011
             66.5               5.     5.13000011
            61.75               5.     5.13000011
              57.               5.     5.13000011
            52.25               5.     5.13000011
            90.25              10.     14.8699999
             85.5              10.     14.8699999
            80.75              10.     14.8699999
              76.              10.     14.8699999
            71.25              10.     14.8699999
             66.5              10.     14.8699999
            61.75              10.     14.8699999
              57.              10.     14.8699999
            52.25              10.     14.8699999
            52.25               5.     14.8699999
              57.               5.     14.8699999
            61.75               5.     14.8699999
             66.5               5.     14.8699999
            71.25               5.     14.8699999
              76.               5.     14.8699999
            80.75               5.     14.8699999
             85.5               5.     14.8699999
            90.25               5.     14.8699999
              95.       34.2200012            10.
             100.       34.2200012     14.8699999
             105.       34.2200012            10.
             100.       34.2200012     5.13000011
             105.       29.3759995     5.13000011
             105.       24.5319996     5.13000011
             105.       19.6879997     5.13000011
             105.       14.8439999     5.13000011
              95.       14.8439999     5.13000011
              95.       19.6879997     5.13000011
              95.       24.5319996     5.13000011
              95.       29.3759995     5.13000011
             105.       14.8439999     14.8699999
             105.       19.6879997     14.8699999
             105.       24.5319996     14.8699999
             105.       29.3759995     14.8699999
              95.       29.3759995     14.8699999
              95.       24.5319996     14.8699999
              95.       19.6879997     14.8699999
              95.       14.8439999     14.8699999
              95.               5.             0.
              95.               5.            20.
            90.25              10.             0.
             85.5              10.             0.
            80.75              10.             0.
              76.              10.             0.
            71.25              10.             0.
             66.5              10.             0.
            61.75              10.             0.
              57.              10.             0.
            52.25              10.             0.
            90.25               0.             0.
             85.5               0.             0.
            80.75               0.             0.
              76.               0.             0.
            71.25               0.             0.
             66.5               0.             0.
            61.75               0.             0.
              57.               0.             0.
            52.25               0.             0.
            90.25               0.            20.
             85.5               0.            20.
            80.75               0.            20.
              76.               0.            20.
            71.25               0.            20.
             66.5               0.            20.
            61.75               0.            20.
              57.               0.            20.
            52.25               0.            20.
            90.25              10.            20.
             85.5              10.            20.
            80.75              10.            20.
              76.              10.            20.
            71.25              10.            20.
             66.5              10.            20.
            61.75              10.            20.
              57.              10.            20.
            52.25              10.            20.
             47.5               5.             0.
             47.5               0.     5.13000011
             47.5               0.            10.
             47.5               0.     14.8699999
             47.5               5.            20.
       28.0200005               5.     5.13000011
       32.8899994               5.     5.13000011
       37.7599983               5.     5.13000011
       42.6300011               5.     5.13000011
       42.6300011              10.     5.13000011
       37.7599983              10.     5.13000011
       32.8899994              10.     5.13000011
       28.0200005              10.     5.13000011
       28.0200005               5.     14.8699999
       32.8899994               5.     14.8699999
       37.7599983               5.     14.8699999
       42.6300011               5.     14.8699999
       42.6300011               0.            20.
       37.7599983               0.            20.
       32.8899994               0.            20.
       28.0200005               0.            20.
       28.0200005               0.             0.
       32.8899994               0.             0.
       37.7599983               0.             0.
       42.6300011               0.             0.
       28.0200005              10.             0.
       32.8899994              10.             0.
       37.7599983              10.             0.
       42.6300011              10.             0.
       42.6300011              10.            20.
       37.7599983              10.            20.
       32.8899994              10.            20.
       28.0200005              10.            20.
       28.0200005              10.     14.8699999
       32.8899994              10.     14.8699999
       37.7599983              10.     14.8699999
       42.6300011              10.     14.8699999
       23.1499996               5.            10.
       23.1499996               5.            20.
       23.1499996               0.     14.8699999
       23.1499996               0.            10.
       23.1499996               0.     5.13000011
       23.1499996               5.             0.
       23.1499996              10.            10.
       18.5200005               0.            20.
       13.8899994               0.            20.
       9.25999928               0.            20.
       4.62999964               0.            20.
       4.62999964               0.             0.
       9.25999928               0.             0.
       13.8899994               0.             0.
       18.5200005               0.             0.
       18.5200005              10.            20.
       13.8899994              10.            20.
       9.25999928              10.            20.
       4.62999964              10.            20.
       4.62999964              10.             0.
       9.25999928              10.             0.
       13.8899994              10.             0.
       18.5200005              10.             0.
  -3.81469732e-07               5.            20.
  -3.81469732e-07              10.     14.8699999
  -3.81469732e-07              10.            10.
  -3.81469732e-07              10.     5.13000011
  -3.81469732e-07               5.             0.
  -3.81469732e-07               0.     5.13000011
  -3.81469732e-07               0.            10.
  -3.81469732e-07               0.     14.8699999
             105.               5.            10.
             100.               5.     5.13000011
             100.               5.     14.8699999
             100.              10.            10.
             100.               0.            10.
            52.25               5.            10.
              57.               5.            10.
            61.75               5.            10.
             66.5               5.            10.
            71.25               5.            10.
              76.               5.            10.
            80.75               5.            10.
             85.5               5.            10.
            90.25               5.            10.
            52.25              10.            10.
              57.              10.            10.
            61.75              10.            10.
             66.5              10.            10.
            71.25              10.            10.
              76.              10.            10.
            80.75              10.            10.
             85.5              10.            10.
            90.25              10.            10.
             100.       34.2200012            10.
             100.       14.8439999     5.13000011
             100.       19.6879997     5.13000011
             100.       24.5319996     5.13000011
             100.       29.3759995     5.13000011
             100.       14.8439999     14.8699999
             100.       19.6879997     14.8699999
             100.       24.5319996     14.8699999
             100.       29.3759995     14.8699999
              95.       14.8439999            10.
              95.       19.6879997            10.
              95.       24.5319996            10.
              95.       29.3759995            10.
             105.       14.8439999            10.
             105.       19.6879997            10.
             105.       24.5319996            10.
             105.       29.3759995            10.
            90.25               5.             0.
             85.5               5.             0.
            80.75               5.             0.
              76.               5.             0.
            71.25               5.             0.
             66.5               5.             0.
            61.75               5.             0.
              57.               5.             0.
            52.25               5.             0.
            90.25               0.     5.13000011
            90.25               0.            10.
            90.25               0.     14.8699999
             85.5               0.     5.13000011
             85.5               0.            10.
             85.5               0.     14.8699999
            80.75               0.     5.13000011
            80.75               0.            10.
            80.75               0.     14.8699999
              76.               0.     5.13000011
              76.               0.            10.
              76.               0.     14.8699999
            71.25               0.     5.13000011
            71.25               0.            10.
            71.25               0.     14.8699999
             66.5               0.     5.13000011
             66.5               0.            10.
             66.5               0.     14.8699999
            61.75               0.     5.13000011
            61.75               0.            10.
            61.75               0.     14.8699999
              57.               0.     5.13000011
              57.               0.            10.
              57.               0.     14.8699999
            52.25               0.     5.13000011
            52.25               0.            10.
            52.25               0.     14.8699999
