1,1, 1,1,  9.456670742108703e+05
1,2, 1,1, -2.997001507232379e+04
1,3, 1,1,  3.998713261954244e+05
11,1, 1,1,  4.302493363133741e+05
11,2, 1,1,  2.797583568090651e+04
11,3, 1,1,  1.691252749151359e+05
49,1, 1,1,  4.424190657862923e+05
49,2, 1,1, -5.656660866454716e+04
49,3, 1,1,  1.572623869189733e+05
99,1, 1,1,  3.069150498013627e+05
99,2, 1,1, -1.783179344311168e+04
99,3, 1,1, -4.662282824792138e+04
102,1, 1,1,  6.615728266178465e+05
102,2, 1,1,  6.026518320179137e+03
102,3, 1,1, -1.860541382930147e+04
104,1, 1,1,  2.967648988539804e+05
104,2, 1,1,  2.523755385197396e+04
104,3, 1,1, -4.546624994269533e+04
153,1, 1,1, -6.689766116218199e+05
153,2, 1,1, -5.994003014464750e+03
153,3, 1,1,  7.997426523908488e+04
163,1, 1,1, -3.870065274482117e+05
163,2, 1,1,  1.167875521545326e+05
163,3, 1,1,  9.128164152602636e+03
201,1, 1,1, -4.095959910731869e+05
201,2, 1,1, -1.231695102458127e+05
201,3, 1,1, -1.687689139551831e+04
251,1, 1,1, -4.389248278239638e+05
251,2, 1,1, -7.615458674631466e+04
251,3, 1,1, -1.991130185245844e+05
254,1, 1,1, -7.447169012528053e+05
254,2, 1,1,  2.894621275474157e+04
254,3, 1,1, -3.000335207618920e+05
256,1, 1,1, -4.343673923637386e+05
256,2, 1,1,  1.047128444242410e+05
256,3, 1,1, -1.886434947193083e+05
1,2, 1,2,  4.295597878714011e+05
1,3, 1,2, -1.812829407531792e+04
11,1, 1,2, -1.835432474340654e+04
11,2, 1,2,  9.327451023210103e+04
11,3, 1,2, -8.327564951405802e+02
49,1, 1,2, -9.959863450837496e+03
49,2, 1,2,  9.786189079466031e+04
49,3, 1,2, -2.359714538694215e+04
99,1, 1,2,  1.241330158092677e+04
99,2, 1,2,  1.845078560181471e+04
99,3, 1,2, -5.589440346086484e+04
102,1, 1,2, -5.532193800948298e+03
102,2, 1,2,  2.480160440656046e+05
102,3, 1,2,  2.442990188208273e+04
104,1, 1,2, -1.628966850379525e+04
104,2, 1,2, -6.137803827374184e+03
104,3, 1,2,  7.402269753618278e+04
153,1, 1,2,  5.994003014464804e+03
153,2, 1,2, -3.049469912609748e+04
153,3, 1,2, -1.812829407531794e+04
163,1, 1,2,  1.148632499670326e+05
163,2, 1,2, -1.404470814604570e+05
163,3, 1,2, -8.327564951405948e+02
201,1, 1,2, -1.098642158227357e+05
201,2, 1,2, -1.457751597227474e+05
201,3, 1,2, -2.359714538694215e+04
251,1, 1,2, -7.507088837387769e+04
251,2, 1,2, -1.948504994201209e+05
251,3, 1,2, -5.589440346086484e+04
254,1, 1,2,  2.884734785089540e+04
254,2, 1,2, -1.542051145013859e+05
254,3, 1,2,  2.442990188208274e+04
256,1, 1,2,  1.029232673546052e+05
256,2, 1,2, -2.152526605073989e+05
256,3, 1,2,  7.402269753618278e+04
1,3, 1,3,  6.481035775580924e+05
11,1, 1,3,  1.794156460944795e+05
11,2, 1,3,  2.693166658178250e+04
11,3, 1,3,  2.402063489744868e+05
49,1, 1,3,  1.773996239103538e+05
49,2, 1,3, -5.136156846386522e+04
49,3, 1,3,  2.219441516586893e+05
