 2.38418580e-07 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.43672380e+11 0.00000000e+00 0.00000000e+00
 9.53674320e-07 0.00000000e+00 3.81469730e-06 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.87525560e+09 0.00000000e+00 0.00000000e+00
 -2.38418580e-07 0.00000000e+00 0.00000000e+00 0.00000000e+00 -9.53674320e-07 0.00000000e+00 5.87525560e+09 0.00000000e+00 0.00000000e+00
 -5.16225980e+10 -3.14831820e+10 -2.25273640e+11 -4.26108060e+10 -5.32123070e+11 -1.85853350e+11 0.00000000e+00 -2.52962070e+08 -3.89857390e+08
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.14831820e+10 -5.16225980e+10 4.26108060e+10 -2.25273640e+11 1.85853350e+11 -5.32123070e+11 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.08616260e-07 0.00000000e+00 7.15255740e-07 0.00000000e+00 0.00000000e+00 -9.53674320e-07 6.71890210e+11 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 -3.56530500e+09 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.96046450e-08 0.00000000e+00 -3.56530500e+09 0.00000000e+00 0.00000000e+00
 -3.34428660e+10 -2.03958710e+10 -1.64758540e+11 -3.11642960e+10 -4.12315740e+11 -1.44008540e+11 0.00000000e+00 -1.44825160e+08 -1.79517760e+08
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.03958710e+10 -3.34428660e+10 3.11642960e+10 -1.64758540e+11 1.44008540e+11 -4.12315740e+11 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.67357710e+11 0.00000000e+00 0.00000000e+00
 -1.19209290e-07 0.00000000e+00 2.38418580e-07 0.00000000e+00 4.76837160e-07 0.00000000e+00 7.07930750e+08 0.00000000e+00 0.00000000e+00
 1.49011610e-08 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.07930750e+08 0.00000000e+00 0.00000000e+00
 -2.79886010e+10 -1.70694670e+10 -1.47285100e+11 -2.78591710e+10 -3.76031280e+11 -1.31335540e+11 0.00000000e+00 -1.11203930e+08 -1.11502090e+08
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 -5.00000000e-01 0.00000000e+00 0.00000000e+00
 1.70694670e+10 -2.79886010e+10 2.78591710e+10 -1.47285100e+11 1.31335540e+11 -3.76031280e+11 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.68057170e+11 0.00000000e+00 0.00000000e+00
 1.49011610e-08 0.00000000e+00 -5.96046450e-08 0.00000000e+00 -5.96046450e-08 0.00000000e+00 -2.00369510e+08 0.00000000e+00 0.00000000e+00
